ID,상점명,플랫폼,프로필_URL,전화번호,상세주소,메신저_채널,구글맵_URL,상권명,활성여부,등록일시
199,Skincarebyacne Beauty,FACEBOOK,https://www.facebook.com/skincarebyacne,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/skincarebyacne,https://www.google.com/maps/search/?api=1&query=Skincarebyacne%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
200,Theacnelabkh Beauty,FACEBOOK,https://www.facebook.com/theacnelabkh,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/theacnelabkh,https://www.google.com/maps/search/?api=1&query=Theacnelabkh%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
201,Neacosmeticskincare Beauty,FACEBOOK,https://www.facebook.com/Neacosmeticskincare,N/A,"N 6EE0 Street sothearos, Phnom Penh 120208",N/A,https://www.google.com/maps/search/?api=1&query=Neacosmeticskincare%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
202,Acneskinclinic Beauty,FACEBOOK,https://www.facebook.com/AcneSkinClinic,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/AcneSkinClinic,https://www.google.com/maps/search/?api=1&query=Acneskinclinic%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
203,61579884986814 Beauty,FACEBOOK,https://www.facebook.com/61579884986814,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/61579884986814,https://www.google.com/maps/search/?api=1&query=61579884986814%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
204,Phsa168Mart Beauty,FACEBOOK,https://www.facebook.com/Phsa168mart,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Phsa168mart,https://www.google.com/maps/search/?api=1&query=Phsa168Mart%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
205,Intravina Beauty,FACEBOOK,https://www.facebook.com/Intravina,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Intravina,https://www.google.com/maps/search/?api=1&query=Intravina%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
206,Seabsereynevathana Beauty,FACEBOOK,https://www.facebook.com/seabsereynevathana,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/seabsereynevathana,https://www.google.com/maps/search/?api=1&query=Seabsereynevathana%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
207,Mepumh Beauty,FACEBOOK,https://www.facebook.com/Mepumh,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Mepumh,https://www.google.com/maps/search/?api=1&query=Mepumh%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
208,Mkrrserum Beauty,FACEBOOK,https://www.facebook.com/mkrrserum,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/mkrrserum,https://www.google.com/maps/search/?api=1&query=Mkrrserum%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
209,Anmona688 Beauty,TIKTOK,https://www.tiktok.com/@anmona688,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Anmona688%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
210,Vandysalon Beauty,TIKTOK,https://www.tiktok.com/@vandysalon,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Vandysalon%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
211,Boutique Tea Shop In Phnom Penh 111830692180123 Beauty,FACEBOOK,https://www.facebook.com/Boutique-Tea-Shop-In-Phnom-Penh-111830692180123,069 218 0123,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Boutique%20Tea%20Shop%20In%20Phnom%20Penh%20111830692180123%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
213,Lemontreephnompenh Beauty,FACEBOOK,https://www.facebook.com/lemontreephnompenh,N/A,"#8A ផ្លូវលេខ ៣៣៧, ភ្នំពេញ",N/A,https://www.google.com/maps/search/?api=1&query=Lemontreephnompenh%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
214,Chomnortrojek3 Beauty,FACEBOOK,https://www.facebook.com/chomnortrojek3,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/chomnortrojek3,https://www.google.com/maps/search/?api=1&query=Chomnortrojek3%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
215,Ther9999 Beauty,FACEBOOK,https://www.facebook.com/TheR9999,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/TheR9999,https://www.google.com/maps/search/?api=1&query=Ther9999%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
216,Koreancosmecticretailandwholeseller Beauty,FACEBOOK,https://www.facebook.com/koreancosmecticretailandwholeseller,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/koreancosmecticretailandwholeseller,https://www.google.com/maps/search/?api=1&query=Koreancosmecticretailandwholeseller%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
217,Seoulsisterofficialcambodia Beauty,FACEBOOK,https://www.facebook.com/SeoulSisterOfficialCambodia,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/SeoulSisterOfficialCambodia,https://www.google.com/maps/search/?api=1&query=Seoulsisterofficialcambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
218,Cicapine Beauty,FACEBOOK,https://www.facebook.com/CicaPine,N/A,"No.204, 1966 ផ្លូវលេខ ១៩៦៦, ភ្នំពេញ",N/A,https://www.google.com/maps/search/?api=1&query=Cicapine%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
219,Skincarebeautyjapanproducts Beauty,FACEBOOK,https://www.facebook.com/skincarebeautyjapanproducts,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/skincarebeautyjapanproducts,https://www.google.com/maps/search/?api=1&query=Skincarebeautyjapanproducts%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
220,Teakingdom Kh Beauty,FACEBOOK,https://www.facebook.com/teakingdom.kh,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/teakingdom.kh,https://www.google.com/maps/search/?api=1&query=Teakingdom%20Kh%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
221,Connie Mp4 Beauty,TIKTOK,https://www.tiktok.com/@connie.mp4,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Connie%20Mp4%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
222,Eat Tray Love Beauty,TIKTOK,https://www.tiktok.com/@eat.tray.love,N/A,"Wat Langka, 3 ផ្លូវលេខ ២៧៨, ភ្នំពេញ 12320",N/A,https://www.google.com/maps/search/?api=1&query=Eat%20Tray%20Love%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
223,Tee Phnompenh Beauty,TIKTOK,https://www.tiktok.com/@tee.phnompenh,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Tee%20Phnompenh%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
224,Fluffy6889 Beauty,TIKTOK,https://www.tiktok.com/@fluffy6889,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Fluffy6889%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
227,Ahlykh168 Beauty,FACEBOOK,https://www.facebook.com/AhLykh168,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/AhLykh168,https://www.google.com/maps/search/?api=1&query=Ahlykh168%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
228,Soskincambodia Beauty,FACEBOOK,https://www.facebook.com/soskincambodia,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/soskincambodia,https://www.google.com/maps/search/?api=1&query=Soskincambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
229,Healthbeautypstore Beauty,FACEBOOK,https://www.facebook.com/HealthBeautyPStore,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/HealthBeautyPStore,https://www.google.com/maps/search/?api=1&query=Healthbeautypstore%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
230,Muse Beauty Studio Beauty,TIKTOK,https://www.tiktok.com/@muse.beauty.studio,N/A,"87 ផ្លូវលេខ ១១២, ភ្នំពេញ 12156",N/A,https://www.google.com/maps/search/?api=1&query=Muse%20Beauty%20Studio%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
231,61557112079322 Beauty,FACEBOOK,https://www.facebook.com/61557112079322,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/61557112079322,https://www.google.com/maps/search/?api=1&query=61557112079322%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
232,Davidavitamine Beauty,FACEBOOK,https://www.facebook.com/davidavitamine,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/davidavitamine,https://www.google.com/maps/search/?api=1&query=Davidavitamine%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
233,Leaksmystore168 Beauty,FACEBOOK,https://www.facebook.com/leaksmystore168,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/leaksmystore168,https://www.google.com/maps/search/?api=1&query=Leaksmystore168%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
234,Toner ទឹកថ្នាំ បោះដុំ 100063657775581 Beauty,FACEBOOK,https://www.facebook.com/p/TONER-ទឹកថ្នាំ-បោះដុំ-100063657775581,063 657 7755,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Toner%20%E1%9E%91%E1%9E%B9%E1%9E%80%E1%9E%90%E1%9F%92%E1%9E%93%E1%9E%B6%E1%9F%86%20%E1%9E%94%E1%9F%84%E1%9F%87%E1%9E%8A%E1%9E%BB%E1%9F%86%20100063657775581%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
235,Davida Toner Pad 100085524101668 Beauty,FACEBOOK,https://www.facebook.com/p/Davida-toner-pad-100085524101668,085 524 1016,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Davida%20Toner%20Pad%20100085524101668%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
236,Mmo Byjeyut Beauty,FACEBOOK,https://www.facebook.com/MMO.ByJeYut,N/A,"48 Mittapheap Kampuchea Soviet Street Phnom Penh, 48 NR4, Phnom Penh 12401",N/A,https://www.google.com/maps/search/?api=1&query=Mmo%20Byjeyut%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
237,Ctoptech Beauty,FACEBOOK,https://www.facebook.com/ctoptech,N/A,"GWW2+4HV, ភ្នំពេញ",N/A,https://www.google.com/maps/search/?api=1&query=Ctoptech%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
238,Camtonerofficial Beauty,FACEBOOK,https://www.facebook.com/camtonerofficial,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/camtonerofficial,https://www.google.com/maps/search/?api=1&query=Camtonerofficial%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
239,Modernhairsalon1 Beauty,FACEBOOK,https://www.facebook.com/modernhairsalon1,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/modernhairsalon1,https://www.google.com/maps/search/?api=1&query=Modernhairsalon1%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
240,Drtiarabeauty Beauty,FACEBOOK,https://www.facebook.com/DrTiarabeauty,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/DrTiarabeauty,https://www.google.com/maps/search/?api=1&query=Drtiarabeauty%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
241,Ps015234072 Beauty,FACEBOOK,https://www.facebook.com/PS015234072,015 234 072,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Ps015234072%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
242,Fixate Gel Pad Cambodia 390676788021252 Beauty,FACEBOOK,https://www.facebook.com/Fixate-Gel-Pad-Cambodia-390676788021252,067 678 8021,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Fixate%20Gel%20Pad%20Cambodia%20390676788021252%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
243,Lunabx__ Beauty,TIKTOK,https://www.tiktok.com/@lunabx__,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Lunabx__%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
244,Bluemaskcambodia Beauty,FACEBOOK,https://www.facebook.com/bluemaskcambodia,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/bluemaskcambodia,https://www.google.com/maps/search/?api=1&query=Bluemaskcambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
245,House Of Masks 100063558481916 Beauty,FACEBOOK,https://www.facebook.com/p/House-of-Masks-100063558481916,063 558 4819,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=House%20Of%20Masks%20100063558481916%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
246,233788593303324 Beauty,FACEBOOK,https://www.facebook.com/233788593303324,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/233788593303324,https://www.google.com/maps/search/?api=1&query=233788593303324%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
247,Phanyty13 Beauty,FACEBOOK,https://www.facebook.com/phanyty13,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/phanyty13,https://www.google.com/maps/search/?api=1&query=Phanyty13%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
248,Airsafemask Beauty,FACEBOOK,https://www.facebook.com/airsafemask,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/airsafemask,https://www.google.com/maps/search/?api=1&query=Airsafemask%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
249,Sscmilkymaskbysreypich Beauty,FACEBOOK,https://www.facebook.com/sscmilkymaskbysreypich,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/sscmilkymaskbysreypich,https://www.google.com/maps/search/?api=1&query=Sscmilkymaskbysreypich%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
250,The Type Mask 100071626068363 Beauty,FACEBOOK,https://www.facebook.com/p/The-Type-Mask-100071626068363,071 626 0683,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=The%20Type%20Mask%20100071626068363%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
251,Shineglowmask Beauty,FACEBOOK,https://www.facebook.com/ShineGlowMask,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/ShineGlowMask,https://www.google.com/maps/search/?api=1&query=Shineglowmask%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
252,Beyond Gold Mask 100083561851093 Beauty,FACEBOOK,https://www.facebook.com/p/Beyond-Gold-Mask-100083561851093,083 561 8510,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Beyond%20Gold%20Mask%20100083561851093%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
253,Huyco203 Beauty,TIKTOK,https://www.tiktok.com/@huyco203,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Huyco203%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
254,Bestie Store Stm Beauty,TIKTOK,https://www.tiktok.com/@bestie.store.stm,N/A,"653 មហាវិថី កម្ពុជាក្រោម (១២៨), ភ្នំពេញ",N/A,https://www.google.com/maps/search/?api=1&query=Bestie%20Store%20Stm%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
255,Exclusivafoam Beauty,FACEBOOK,https://www.facebook.com/ExclusivaFoam,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/ExclusivaFoam,https://www.google.com/maps/search/?api=1&query=Exclusivafoam%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
256,Goodlookbeautyskincare Beauty,FACEBOOK,https://www.facebook.com/goodlookbeautyskincare,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/goodlookbeautyskincare,https://www.google.com/maps/search/?api=1&query=Goodlookbeautyskincare%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
257,Michiyokorea Beauty,FACEBOOK,https://www.facebook.com/Michiyokorea,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Michiyokorea,https://www.google.com/maps/search/?api=1&query=Michiyokorea%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
258,Bezel Foam Cambodia 577381646004128 Beauty,FACEBOOK,https://www.facebook.com/Bezel-Foam-Cambodia-577381646004128,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Bezel-Foam-Cambodia-577381646004128,https://www.google.com/maps/search/?api=1&query=Bezel%20Foam%20Cambodia%20577381646004128%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
259,Bambonaturekh Beauty,FACEBOOK,https://www.facebook.com/bambonaturekh,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/bambonaturekh,https://www.google.com/maps/search/?api=1&query=Bambonaturekh%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
260,Hk7Brandcambodia168 Beauty,FACEBOOK,https://www.facebook.com/hk7brandcambodia168,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/hk7brandcambodia168,https://www.google.com/maps/search/?api=1&query=Hk7Brandcambodia168%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
261,Kavana Group Beauty,FACEBOOK,https://www.facebook.com/KAVANA.Group,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/KAVANA.Group,https://www.google.com/maps/search/?api=1&query=Kavana%20Group%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
262,Rr Beauty Cambodia 1224313254391319 Beauty,FACEBOOK,https://www.facebook.com/RR-Beauty-Cambodia-1224313254391319,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/RR-Beauty-Cambodia-1224313254391319,https://www.google.com/maps/search/?api=1&query=Rr%20Beauty%20Cambodia%201224313254391319%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
263,Datoro223377 Beauty,TIKTOK,https://www.tiktok.com/@datoro223377,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Datoro223377%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
264,P3Lipstickcambodia Beauty,FACEBOOK,https://www.facebook.com/P3LipstickCambodia,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/P3LipstickCambodia,https://www.google.com/maps/search/?api=1&query=P3Lipstickcambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
265,3In1Lipsticks Beauty,FACEBOOK,https://www.facebook.com/3in1Lipsticks,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/3in1Lipsticks,https://www.google.com/maps/search/?api=1&query=3In1Lipsticks%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
266,Thelipstickstyle Beauty,FACEBOOK,https://www.facebook.com/Thelipstickstyle,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Thelipstickstyle,https://www.google.com/maps/search/?api=1&query=Thelipstickstyle%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
267,ភាគថៃល្បីៗ Sn 2 103782284508158 Beauty,FACEBOOK,https://www.facebook.com/ភាគថៃល្បីៗ-SN-2-103782284508158,037 822 8450,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=%E1%9E%97%E1%9E%B6%E1%9E%82%E1%9E%90%E1%9F%83%E1%9E%9B%E1%9F%92%E1%9E%94%E1%9E%B8%E1%9F%97%20Sn%202%20103782284508158%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
268,Daisyshop369 Beauty,FACEBOOK,https://www.facebook.com/DaisyShop369,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/DaisyShop369,https://www.google.com/maps/search/?api=1&query=Daisyshop369%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
269,Deluxelipstickshop Beauty,FACEBOOK,https://www.facebook.com/deluxelipstickshop,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/deluxelipstickshop,https://www.google.com/maps/search/?api=1&query=Deluxelipstickshop%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
270,61577943869508 Beauty,FACEBOOK,https://www.facebook.com/61577943869508,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/61577943869508,https://www.google.com/maps/search/?api=1&query=61577943869508%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
271,Rasalipbrandthai Beauty,FACEBOOK,https://www.facebook.com/rasalipbrandthai,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/rasalipbrandthai,https://www.google.com/maps/search/?api=1&query=Rasalipbrandthai%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
272,61565156183786 Beauty,FACEBOOK,https://www.facebook.com/61565156183786,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/61565156183786,https://www.google.com/maps/search/?api=1&query=61565156183786%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
273,Mai Lipstick Beauty,TIKTOK,https://www.tiktok.com/@mai.lipstick,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Mai%20Lipstick%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
274,Nakluklipstick Beauty,TIKTOK,https://www.tiktok.com/@nakluklipstick,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Nakluklipstick%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
275,Cosmetic_Thestore Beauty,TIKTOK,https://www.tiktok.com/@cosmetic_thestore,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Cosmetic_Thestore%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
276,Lushskin Cc Beauty,TIKTOK,https://www.tiktok.com/@lushskin.cc,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Lushskin%20Cc%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
277,Kk_Beauty Kk Beauty,TIKTOK,https://www.tiktok.com/@kk_beauty.kk,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Kk_Beauty%20Kk%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
278,Lenectcambodia Beauty,FACEBOOK,https://www.facebook.com/lenectcambodia,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/lenectcambodia,https://www.google.com/maps/search/?api=1&query=Lenectcambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
279,Lipstickcam Beauty,FACEBOOK,https://www.facebook.com/lipstickcam,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/lipstickcam,https://www.google.com/maps/search/?api=1&query=Lipstickcam%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
280,Xscosmetic Beauty,FACEBOOK,https://www.facebook.com/xscosmetic,N/A,"GWV7+RC9, ផ្លូវលេខ ១៦៣, ភ្នំពេញ",N/A,https://www.google.com/maps/search/?api=1&query=Xscosmetic%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
281,Kim Beauty Cambodia Beauty,FACEBOOK,https://www.facebook.com/kim.beauty.cambodia,N/A,"Chipmong Landmark, 156 St Commercial, 271, ភ្នំពេញ 120601",N/A,https://www.google.com/maps/search/?api=1&query=Kim%20Beauty%20Cambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
282,Lipglosskh Beauty,FACEBOOK,https://www.facebook.com/lipglosskh,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/lipglosskh,https://www.google.com/maps/search/?api=1&query=Lipglosskh%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
283,Selection Usa Beauty,FACEBOOK,https://www.facebook.com/selection.usa,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/selection.usa,https://www.google.com/maps/search/?api=1&query=Selection%20Usa%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
284,Bararel Lip Tint 229534127890612 Beauty,FACEBOOK,https://www.facebook.com/Bararel-lip-tint-229534127890612,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Bararel-lip-tint-229534127890612,https://www.google.com/maps/search/?api=1&query=Bararel%20Lip%20Tint%20229534127890612%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
285,Lipnlip Shop,FACEBOOK,https://www.facebook.com/lipnlip.shop,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/lipnlip.shop,https://www.google.com/maps/search/?api=1&query=Lipnlip%20Shop%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
286,2Beautyonline Beauty,FACEBOOK,https://www.facebook.com/2beautyonline,N/A,"Pin Location: Phnom Penh, Cambodia",https://t.me/2beautyonline,https://www.google.com/maps/search/?api=1&query=2Beautyonline%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
